Mobile_Name,Memory,Screen_Size,Camera,Battery,Processor,Warranty,Rating & Reviews,Selling_Price,Discount
"SAMSUNG Galaxy A14 5G (Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"1,331 Ratings&119 Reviews","₹19,999",13% off
Snexian Guru Music 1,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,1MP Rear Camera,850 mAh Battery,3 Months Warranty,3 Months Warranty,"3,443 Ratings&229 Reviews",₹699,30% off
LAVA A1 Josh 2021,0 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,800 mAh Li-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,N/A,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,"8,626 Ratings&707 Reviews","₹1,249",13% off
Nokia 110 DS,4 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,1MP Rear Camera,800 mAh Battery,1 YEAR,1 YEAR,827 Ratings&53 Reviews,"₹1,742",17% off
"realme Narzo 50i (Carbon Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,SC9863A Processor,1 Year Warranty for Mobile and 6 Months for Accessories,"1,24,287 Ratings&4,947 Reviews","₹7,099",11% off
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)",12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,200MP + 8MP + 2MP | 16MP Front Camera,4980 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4,834 Ratings&560 Reviews","₹32,999",10% off
KARBONN K531,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,1800 mAh Battery,1 Year Brand Warranty,1 Year Brand Warranty,195 Ratings&25 Reviews,"₹1,393",22% off
KARBONN K531,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,1800 mAh Battery,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,195 Ratings&25 Reviews,"₹1,399",21% off
KARBONN K9 Yuva,64 MB RAM | 32 KB ROM,4.57 cm (1.8 inch) QVGA Display,2MP Rear Camera,2502 mAh Battery,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,803 Ratings&56 Reviews,"₹1,399",6% off
"vivo V25 5G (Elegant Black, 256 GB)",12 GB RAM | 256 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,64MP + 8MP + 2MP | 50MP Front Camera,4500 mAh Lithium Battery,Mediatek Dimensity 900 Processor,1 Year of Device & 6 Months for In-Box Accessories,"1,690 Ratings&186 Reviews","₹27,499",25% off
Cellecor E8 Plus,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.8MP Rear Camera,2750 mAh Battery,1 year warranty for device and 6months warranty for accessories,1 year warranty for device and 6months warranty for accessories,239 Ratings&14 Reviews,"₹1,299",33% off
itel it5029,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1200 mAh Battery,12+1 Months Warranty for device 6 months for accessories 111 Days Replacement,12+1 Months Warranty for device 6 months for accessories 111 Days Replacement,38 Ratings&4 Reviews,"₹1,389",22% off
"Google Pixel 7a (Charcoal, 128 GB)",8 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,64MP (OIS) + 13MP | 13MP Front Camera,4300 mAh Battery,Tensor G2 Processor,1 Year Domestic Warranty,"3,103 Ratings&521 Reviews","₹43,998",N/A
Micromax X379+,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,One year Manufactured warranty,One year Manufactured warranty,137 Ratings&11 Reviews,"₹1,070",43% off
Snexian ROCK R7,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) VGA Display,0.3MP Rear Camera | 0.3MP Front Camera,1000 mAh Battery,1 year Warranty,1 year Warranty,506 Ratings&43 Reviews,₹995,50% off
Snexian ROCK R7,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) VGA Display,0.3MP Rear Camera | 0.3MP Front Camera,1000 mAh Battery,1 year Warranty,1 year Warranty,506 Ratings&43 Reviews,"₹1,199",20% off
"realme C31 (Light Silver, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,Unisoc T612 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"65,806 Ratings&3,088 Reviews","₹10,790",10% off
"OPPO A 78 5G (Glowing Black, 128 GB)",8 GB RAM | 128 GB ROM,16.66 cm (6.56 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Warranty and 6 Months Warranty for In-Box,1 Year Warranty and 6 Months Warranty for In-Box,114 Ratings&3 Reviews,"₹18,672",15% off
Kechaoda K-9,64 MB RAM | 64 MB ROM,5.59 cm (2.2 inch) Display,0.3MP Rear Camera,2000 mAh Battery,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,"1,423 Ratings&141 Reviews","₹1,390",7% off
"SAMSUNG Galaxy A14 5G (Dark Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"1,478 Ratings&105 Reviews","₹15,999",13% off
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"1,98,712 Ratings&15,566 Reviews","₹16,999",29% off
"SAMSUNG Galaxy A23 5G (Light Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 695 (SM6375) Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,766 Ratings&54 Reviews,"₹21,999",24% off
Cellecor X3,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Domestic Warranty,1 Year Domestic Warranty,627 Ratings&31 Reviews,"₹1,105",36% off
"APPLE iPhone 11 (White, 64 GB)",64 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty of 1 Year,Brand Warranty of 1 Year,"1,97,331 Ratings&11,468 Reviews","₹40,999",6% off
"Tecno POP 7 Pro (Endless Black, 64 GB)",4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) Display,13MP Rear Camera,5000 mAh Battery,"One Year Warranty for Handset, 6 Months for Accessories","One Year Warranty for Handset, 6 Months for Accessories",36 Ratings&3 Reviews,"₹7,799",2% off
Kechaoda K-9,64 MB RAM | 64 MB ROM,5.59 cm (2.2 inch) Display,0.3MP Rear Camera,2000 mAh Battery,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,"1,423 Ratings&141 Reviews","₹1,390",7% off
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"1,98,712 Ratings&15,278 Reviews","₹16,999",29% off
"SAMSUNG Galaxy A23 5G (Light Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 695 (SM6375) Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,766 Ratings&53 Reviews,"₹21,999",24% off
"APPLE iPhone 11 (White, 64 GB)",64 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty of 1 Year,Brand Warranty of 1 Year,"1,97,331 Ratings&11,289 Reviews","₹40,999",6% off
Cellecor X3,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Domestic Warranty,1 Year Domestic Warranty,627 Ratings&31 Reviews,"₹1,105",36% off
"SAMSUNG Galaxy A14 5G (Dark Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"1,478 Ratings&102 Reviews","₹15,999",13% off
"realme C30s (Stripe Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"6,709 Ratings&383 Reviews","₹8,589",28% off
Cellecor E6+,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.8MP Rear Camera,2750 mAh Battery,1 year warranty for device and 6months warranty for accessories,1 year warranty for device and 6months warranty for accessories,381 Ratings&20 Reviews,"₹1,226",20% off
"IQOO Neo 7 5G (Interstellar Black, 256 GB)",12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera,5000 mAh Battery,12 Months Domestic Warranty,12 Months Domestic Warranty,248 Ratings&22 Reviews,"₹34,500",11% off
"Tecno POP 7 Pro (Endless Black, 64 GB)",4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) Display,13MP Rear Camera,5000 mAh Battery,"One Year Warranty for Handset, 6 Months for Accessories","One Year Warranty for Handset, 6 Months for Accessories",36 Ratings&3 Reviews,"₹7,799",2% off
"IQOO Neo 7 5G (Frost Blue, 256 GB)",12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera,5000 mAh Battery,12 Months domestic warranty,12 Months domestic warranty,248 Ratings&22 Reviews,"₹34,500",11% off
KARBONN K531,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,1800 mAh Battery,1 Year Brand Warranty,1 Year Brand Warranty,195 Ratings&25 Reviews,"₹1,399",21% off
KARBONN K531,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) QVGA Display,2MP Rear Camera,1800 mAh Battery,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,195 Ratings&25 Reviews,"₹1,399",21% off
"MOTOROLA e22s (Eco Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,16MP + 2MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio G37 Processor,1 Year on Handset and 6 Months on Accessories,326 Ratings&21 Reviews,"₹8,799",20% off
"realme C25s (Watery Blue, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Battery,MediaTek Helio G85 Processor,1 Year Warranty for Mobile and 6 Months for Accessories,"52,444 Ratings&2,998 Reviews","₹11,599",10% off
Cellecor X2,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,0.8MP Rear Camera,1000 mAh Battery,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,19 Ratings&0 Reviews,"₹1,099",37% off
"IQOO Neo 7 5G (Interstellar Black, 128 GB)",8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera,5000 mAh Battery,12 Months domestic warranty,12 Months domestic warranty,573 Ratings&56 Reviews,"₹30,500",12% off
Easyfone Shield,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) QVGA Display,2MP Rear Camera,2500 mAh Li-ion Battery,Rugged Phone|Senior Citizen Phone,1 Year for Mobile and 6 Months for In-box Accessories,929 Ratings&168 Reviews,"₹2,998",57% off
"Google Pixel 7 (Obsidian, 128 GB)",8 GB RAM | 128 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,50MP + 12MP | 10.8MP Front Camera,4270 mAh Battery,Google Tensor G2 Processor,1 Year Domestic Warranty,"4,988 Ratings&725 Reviews","₹47,999",20% off
"Google Pixel 7 (Snow, 128 GB)",8 GB RAM | 128 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,50MP + 12MP | 10.8MP Front Camera,4270 mAh Battery,Google Tensor G2 Processor,NA,"4,988 Ratings&725 Reviews","₹47,999",20% off
"SAMSUNG Galaxy A03 Core (Bronze, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for In-Box Accessories,1 Year of Device & 6 Months for In-Box Accessories,"3,786 Ratings&300 Reviews","₹7,200",31% off
Cellecor X3,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Domestic Warranty,1 Year Domestic Warranty,627 Ratings&31 Reviews,"₹1,101",37% off
"LAVA Z50 (Black, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 5MP Front Camera,2000 mAh Battery,"2 Year Manufacturer Warranty for Phone, 6 Months for Accessories","2 Year Manufacturer Warranty for Phone, 6 Months for Accessories","1,303 Ratings&162 Reviews","₹5,999",N/A
Nokia 105 DS 2020,4 MB RAM | 4 MB ROM,4.5 cm (1.77 Inch) Quarter QVGA Display,800 mAh3 Li-ion Battery,Brand Warranty of 1 Year Available for Mobile from Date of Purchase,N/A,Brand Warranty of 1 Year Available for Mobile from Date of Purchase,"27,835 Ratings&2,084 Reviews","₹1,599",5% off
Cellecor X3,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Domestic Warranty,1 Year Domestic Warranty,N/A,₹998,42% off
I Kall K130,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,12 Months on Feature phone and 6 Months On Accessories,12 Months on Feature phone and 6 Months On Accessories,N/A,₹737,26% off
"MOTOROLA g72 (Meteorite Grey, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.64 cm (6.55 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio G99 Processor,1 Year on Handset and 6 Months on Accessories,N/A,"₹16,999",22% off
"SAMSUNG Galaxy A14 5G (Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,N/A,"₹19,999",13% off
Jmax J32,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,2MP Rear Camera,1050 mAh Battery,1 Year Domestic Warranty,1 Year Domestic Warranty,N/A,₹699,50% off
MU M5000,32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,1.3MP Rear Camera,2500 mAh Battery,1 Year,1 Year,N/A,"₹1,199",40% off
Micromax S115,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,800 mAh Battery,1 Year Manufacturer Warranty,N/A,1 Year Manufacturer Warranty,N/A,"₹1,046",34% off
Cellecor X2,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,0.8MP Rear Camera,1000 mAh Battery,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,N/A,"₹1,099",37% off
Snexian ROCK R7,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) VGA Display,0.3MP Rear Camera | 0.3MP Front Camera,1000 mAh Battery,1 year Warranty,1 year Warranty,N/A,₹995,50% off
Cellecor X2,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,0.8MP Rear Camera,1000 mAh Battery,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,N/A,"₹1,044",40% off
"REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)",12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,200MP + 8MP + 2MP | 16MP Front Camera,4980 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,N/A,"₹32,999",10% off
"realme Narzo N55 (Prime Black, 64 GB)",4 GB RAM | 64 GB ROM,17.07 cm (6.72 inch) Display,64MP Rear Camera,5000 mAh Battery,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,N/A,"₹11,434",12% off
"realme C33 (Aqua Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 0.3MP | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,N/A,"₹8,999",25% off
"POCO F1 (Steel Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.7 cm (6.18 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 845 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,N/A,"₹12,980",40% off
Kechaoda A8,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,8.89 cm (3.5 inch) QVGA Display,0.3MP Rear Camera,2500 mAh Battery,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,N/A,"₹1,499",N/A
"realme C33 (Night Sea, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 0.3MP | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,N/A,"₹8,999",25% off
"realme 9 5G SE (Azure Glow, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 778G Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,N/A,"₹17,999",33% off
"realme 9 5G SE (Starry Glow, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 778G Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,N/A,"₹17,999",33% off
itel it5029,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1200 mAh Battery,1 Year Warranty for device 6 months for accessories,1 Year Warranty for device 6 months for accessories,N/A,"₹1,385",23% off
"REDMI 9 Prime (Sunrise Flare, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,5020 mAh Battery,MediaTek Helio G80 Processor,1 Year Manufacturer Warranty,N/A,"₹11,390",18% off
MU M5000,32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,1.3MP Rear Camera,2500 mAh Battery,1 Year,1 Year,N/A,"₹1,199",40% off
"vivo Y56 5G (Black Engine, 128 GB)",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Mediatek Dimensity 700 Processor,1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessories,N/A,"₹19,999",20% off
Kechaoda K33,32 MB RAM | 32 MB ROM,3.56 cm (1.4 inch) Display,0.3MP Rear Camera,800 mAh Battery,1 Year Warranty,1 Year Warranty,N/A,"₹1,135",19% off
Jmax J32,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,2MP Rear Camera,1050 mAh Battery,1 Year Domestic Warranty,1 Year Domestic Warranty,N/A,₹699,50% off
"APPLE iPhone 14 (Purple, 128 GB)",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"41,099 Ratings&1,579 Reviews","₹69,999",12% off
"Google Pixel 7 (Lemongrass, 128 GB)",8 GB RAM | 128 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,50MP + 12MP | 10.8MP Front Camera,4270 mAh Battery,Google Tensor G2 Processor,1 Year Domestic Warranty,"4,988 Ratings&725 Reviews","₹47,999",20% off
"MOTOROLA Edge 30 Ultra (Starlight White, 256 GB)",12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,200MP + 50MP + 12MP | 60MP Front Camera,4610 mAh Lithium Battery,Qualcomm Snapdragon 8+ Gen 1 Processor,1 Year on Handset and 6 Months on Accessories,704 Ratings&113 Reviews,"₹49,999",33% off
Cellecor C9,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 Year Manufacturer Warranty,N/A,1 Year Manufacturer Warranty,69 Ratings&3 Reviews,₹939,14% off
LAVA Flip,56 MB RAM | 56 MB ROM,6.1 cm (2.4 inch) Display,0.08MP Rear Camera,1200 mAh Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,"2,121 Ratings&161 Reviews","₹1,790",16% off
Cellecor E8 Plus,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.8MP Rear Camera,2750 mAh Battery,1 year warranty for device and 6months warranty for accessories,1 year warranty for device and 6months warranty for accessories,239 Ratings&14 Reviews,"₹1,303",33% off
"vivo Y56 5G (Black Engine, 128 GB)",4 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Mediatek Dimensity 700 Processor,1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessories,111 Ratings&4 Reviews,"₹17,999",21% off
